okres,nazov_okresu,kraj2,nezam_celk,nezam_odch,vpm
802,Košice I,ke,6.5775,-1.5324999999999995,0.01988888370138661
803,Košice II,ke,6.95,-1.1599999999999995,0.01988888370138661
804,Košice III,ke,4.865833333333334,-3.244166666666666,0.01988888370138661
805,Košice IV,ke,5.844166666666666,-2.2658333333333327,0.01988888370138661
806,Košice - okolie,ke_okolie,13.1125,5.0025,0.00312806386852794
807,Michalovce,ke_okolie,15.063333333333333,6.953333333333333,0.00821700359493907
808,Rožňava,ke_okolie,17.621666666666666,9.511666666666667,0.00170409449554134
809,Sobrance,ke_okolie,17.310833333333335,9.200833333333334,0.00107381296979317
810,Spišská Nová Ves,ke_okolie,10.980833333333333,2.870833333333334,0.00612773705588496
811,Trebišov,ke_okolie,15.486666666666666,7.376666666666667,0.00382837667491479
